gene,draw,SSE,exceeds_observed,optimizer_success,successful_starts,retry,total_nfev,T,splice,decay,gain
Kr,151,0.0820183025415697,True,True,1,False,126,0.0050004303889251,0.5944693406892316,0.4723380147461294,1.0051037860428167
Kr,152,0.0159605598176443,False,True,2,False,32,0.0050000000002081,0.3564919321725253,0.6115287441783472,1.0995328430552007
Kr,153,0.0524815695824458,True,True,2,False,190,0.1854489838997305,0.0050000476468021,0.0343058629778503,0.8379247022799061
Kr,154,0.0120695981237934,False,True,2,False,94,0.0399261880804841,0.0050529927654033,0.039996569052186,0.8400868592401832
Kr,155,0.0192029211842424,False,True,2,False,31,0.0050000022892784,0.4359973925712283,0.5803438770017957,1.0427881909261696
Kr,156,0.0916430309060046,True,True,2,False,34,0.0050000000334622,0.2788896106627493,0.4991147318898264,0.9450305590961344
Kr,157,0.0185978154291894,False,True,2,False,39,1.189656252504179,0.4616757905200029,0.4281915527766297,1.1809512210735138
Kr,158,0.0287153284753966,False,True,2,False,29,0.0050000001931963,0.502954458408918,0.7024556837202899,1.1249187108100795
Kr,159,0.0230723157622937,False,True,2,False,82,0.3300649685675779,0.5758085737313603,0.526922209246989,1.1473920314793236
Kr,160,0.0221375267473577,False,True,2,False,55,0.8051052587804358,0.4488145495106212,0.6237386343420045,1.244306619635437
Kr,161,0.0101085946346903,False,True,2,False,35,0.0050000013552802,0.2676914149928639,0.5337949884235221,1.0717598109467117
